data;id_compra;loja;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2025-11-26 06:06:50.189713;935;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Carol Hall;feminino;cartão de crédito
2025-11-26 06:06:50.750174;936;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Sharon Ortiz;feminino;boleto
2025-11-26 06:52:46.909720;937;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Bobby Brannon;masculino;dinheiro
2025-11-26 08:09:24.236894;938;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Judith Rager;feminino;pix
2025-11-26 08:25:27.628709;939;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Loma Hester;feminino;boleto
2025-11-26 11:28:09.489262;940;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;April Bailey;feminino;cartão de crédito
2025-11-27 10:52:52.143236;941;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Kevin Hull;masculino;pix
2025-11-27 14:15:27.562023;942;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Leslie Stevens;feminino;dinheiro
2025-11-28 08:02:07.845083;943;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Joan Flores;feminino;dinheiro
2025-11-28 08:15:11.136085;944;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Raymond Biggs;masculino;dinheiro
2025-11-28 10:25:09.414710;945;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Chad York;masculino;dinheiro
2025-11-28 10:38:18.535434;946;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Michael Hays;masculino;boleto
2025-11-28 12:53:10.606118;947;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Robert Hammer;masculino;dinheiro
2025-11-28 13:12:09.192384;948;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Ralph Schwartz;masculino;pix
2025-11-28 14:06:50.752174;949;São Paulo;Lucas Pereira;Fone de Ouvido Sony;George Mccormick;masculino;boleto
2025-11-28 14:57:50.547856;950;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Sam Taylor;masculino;boleto
2025-11-28 15:48:53.132232;951;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Maria Bailey;feminino;pix
2025-11-28 15:56:52.902508;952;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;John Alberding;masculino;boleto
2025-11-28 16:25:09.952021;953;Belo Horizonte;Carlos Silva;Smartwatch Garmin;John Guzzi;masculino;cartão de crédito
2025-11-29 07:11:51.111853;954;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Berneice Lawrence;feminino;boleto
2025-11-29 08:27:09.353468;955;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Teresa Patrick;feminino;dinheiro
2025-11-29 09:33:20.388115;956;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Matt Hipp;masculino;pix
2025-11-29 10:05:44.331979;957;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;James Sanchez;masculino;pix
2025-11-29 10:48:09.137310;958;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Diane Kramer;feminino;boleto
2025-11-29 12:37:07.385102;959;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Scott Townsend;masculino;boleto
2025-11-29 14:15:54.337043;960;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Mary Vargas;feminino;pix
2025-11-29 15:44:51.489095;961;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Wanda Anderson;feminino;boleto
2025-11-29 15:53:53.006134;962;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Stanley Hermosillo;masculino;cartão de crédito
2025-11-30 05:57:19.926466;963;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Bryan Treece;masculino;dinheiro
2025-11-30 07:02:14.575378;964;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Candy Brady;feminino;cartão de crédito
2025-11-30 09:01:07.406136;965;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Donna Packard;feminino;boleto
2025-11-30 13:12:52.612533;966;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Kasey Kennedy;feminino;cartão de crédito
2025-11-30 13:24:07.689023;967;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Elizabeth Hernandez;feminino;cartão de crédito
2025-11-30 14:45:08.117804;968;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Angelica Schaedler;feminino;boleto
2025-11-30 15:51:20.199378;969;Florianópolis;Tiago Lima;Smartwatch Garmin;Dan Malley;masculino;cartão de crédito
2025-11-30 16:12:13.511255;970;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Natalie Van;feminino;cartão de crédito
2025-12-01 08:30:09.285921;971;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Pearle Defazio;feminino;cartão de crédito
2025-12-01 09:52:11.963546;972;Florianópolis;Tiago Lima;Tablet Apple Ipad;Elvira Erdman;feminino;pix
2025-12-01 11:04:52.896496;973;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Jose Martinez;masculino;dinheiro
2025-12-01 11:27:36.753452;974;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Frank Fleming;masculino;dinheiro
2025-12-01 14:47:19.503872;975;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Kathleen Daniels;feminino;boleto
2025-12-01 15:43:39.235528;976;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Andrea Clute;feminino;cartão de crédito
2025-12-02 06:50:46.533556;977;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Laura Cheatam;feminino;boleto
2025-12-02 08:22:08.324746;978;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Paul Johnson;masculino;pix
2025-12-02 08:35:11.227178;979;Belo Horizonte;Carlos Silva;Notebook Dell Inspiron;Gregory Lam;masculino;cartão de crédito
2025-12-02 10:56:08.896348;980;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Regina Hampton;feminino;cartão de crédito
2025-12-02 16:34:27.098442;981;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Patricia Henry;feminino;dinheiro
2025-12-03 05:53:10.384992;982;São Paulo;Lucas Pereira;Tablet Apple Ipad;Gordon Creager;masculino;boleto
2025-12-03 07:53:24.813947;983;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;James Thomas;masculino;dinheiro
2025-12-03 09:29:51.279198;984;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Brandon Tracy;masculino;pix
2025-12-04 08:51:10.633323;985;São Paulo;Lucas Pereira;Tablet Apple Ipad;Gloria Shaw;feminino;pix
2025-12-04 09:02:14.428404;986;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;William Moore;masculino;boleto
2025-12-04 14:55:55.452046;987;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;James Ziglar;masculino;boleto
2025-12-05 06:39:52.942598;988;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Jamie Joseph;masculino;cartão de crédito
2025-12-05 07:46:10.534744;989;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Rafael Linton;masculino;boleto
2025-12-05 08:54:47.826920;990;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Richard Blankenship;masculino;dinheiro
2025-12-05 13:02:49.801763;991;São Paulo;Lucas Pereira;Tablet Apple Ipad;Kayla Odonnell;feminino;dinheiro
2025-12-05 14:56:52.731980;992;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Martin Bland;masculino;cartão de crédito
2025-12-06 10:50:35.865249;993;Rio de Janeiro;Pedro Souza;Smartphone Samsung Galaxy;Thomas Guerrero;masculino;boleto
2025-12-06 15:03:16.313195;994;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Sarah Cauthen;feminino;dinheiro
2025-12-06 16:08:07.271257;995;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Michael Depriest;masculino;dinheiro
2025-12-06 16:14:44.465105;996;Porto Alegre;Mariana Gomes;Tablet Apple Ipad;Dolores Smith;feminino;boleto
2025-12-07 06:26:07.933032;997;Porto Alegre;Roberto Ferreira;Smartphone Samsung Galaxy;Mary Gomez;feminino;cartão de crédito
2025-12-07 09:06:37.515246;998;Florianópolis;Tiago Lima;Tablet Apple Ipad;Roosevelt Townsend;masculino;boleto
2025-12-07 09:14:14.331511;999;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Angela Stevenson;feminino;cartão de crédito
2025-12-07 09:51:09.297938;1000;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Eileen Courson;feminino;cartão de crédito
2025-12-07 13:55:07.816935;1001;Florianópolis;Tiago Lima;Smartwatch Garmin;Clifton Fountain;masculino;dinheiro
2025-12-07 15:31:29.146701;1002;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Henry Taylor;masculino;cartão de crédito
2025-12-08 06:47:07.689023;1003;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Guadalupe Contreras;feminino;pix
2025-12-08 10:48:47.763913;1004;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Eric Southern;masculino;pix
2025-12-08 11:39:50.550853;1005;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Walter Hackney;masculino;dinheiro
2025-12-08 16:29:55.129475;1006;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Helen Todd;feminino;dinheiro
2025-12-09 06:04:09.485268;1007;Belo Horizonte;Carlos Silva;Tablet Apple Ipad;Dawn Pruitt;feminino;cartão de crédito
2025-12-09 11:39:53.347633;1008;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Charles Edwards;masculino;boleto
2025-12-09 15:30:07.560328;1009;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Richard Smith;masculino;pix
2025-12-10 08:41:12.897388;1010;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Roger Phipps;masculino;pix
2025-12-10 10:56:20.655443;1011;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Rebecca Robinson;feminino;pix
2025-12-10 14:10:12.078238;1012;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Andre Mcgown;masculino;cartão de crédito
2025-12-10 14:11:09.486260;1013;São Paulo;Ana Oliveira;Smartwatch Garmin;Laura Mason;feminino;cartão de crédito
2025-12-10 14:18:08.897348;1014;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Nora Adams;feminino;pix
2025-12-10 14:27:53.268026;1015;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Lois Jones;feminino;pix
2025-12-11 06:39:13.528783;1016;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Steve Palmer;masculino;pix
2025-12-11 09:12:29.144702;1017;Florianópolis;Tiago Lima;Tablet Apple Ipad;Gregory Jackson;masculino;cartão de crédito
2025-12-11 10:27:10.908666;1018;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Alice Green;feminino;boleto
2025-12-11 12:54:48.327912;1019;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Jessica Aguirre;feminino;dinheiro
2025-12-12 07:11:07.955264;1020;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Jacob Newby;masculino;boleto
2025-12-12 09:32:10.949846;1021;Florianópolis;Gabriela Santos;Smartwatch Garmin;Theresa Collier;feminino;cartão de crédito
2025-12-12 10:54:50.858087;1022;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Scott Mincey;masculino;boleto
2025-12-12 13:11:33.454872;1023;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Jacklyn Solomon;feminino;cartão de crédito
2025-12-13 07:53:09.251027;1024;São Paulo;Ana Oliveira;Fone de Ouvido Sony;James Word;masculino;cartão de crédito
2025-12-13 07:54:11.551310;1025;São Paulo;Ana Oliveira;Tablet Apple Ipad;Annie Wilkie;feminino;cartão de crédito
2025-12-13 11:19:31.793930;1026;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Jonathan Lamb;masculino;cartão de crédito
2025-12-13 12:32:24.886001;1027;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Neil Nakamura;masculino;cartão de crédito
2025-12-13 13:05:56.384578;1028;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Christine Franklin;feminino;dinheiro
2025-12-13 14:04:17.785136;1029;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Chad Mccoy;masculino;boleto
2025-12-13 15:33:53.139252;1030;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Rigoberto Jones;masculino;cartão de crédito
2025-12-14 07:33:19.802846;1031;Porto Alegre;Mariana Gomes;Smartwatch Garmin;James Dickson;masculino;pix
2025-12-14 07:57:31.126892;1032;Florianópolis;Gabriela Santos;Fone de Ouvido Sony;Ralph Coleman;masculino;cartão de crédito
2025-12-14 09:21:41.303552;1033;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Jack Blais;masculino;boleto
2025-12-14 14:57:11.139082;1034;Florianópolis;Gabriela Santos;Smartwatch Garmin;Paul Corcoran;masculino;dinheiro
2025-12-15 12:18:52.781737;1035;Porto Alegre;Roberto Ferreira;Notebook Dell Inspiron;Harold Hawkins;masculino;boleto
2025-12-15 12:34:10.381445;1036;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Nicole Olivas;feminino;dinheiro
2025-12-15 15:14:55.788737;1037;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Ruth Whitney;feminino;cartão de crédito
2025-12-16 08:11:43.969647;1038;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Charlene Lang;feminino;boleto
2025-12-16 09:00:12.176263;1039;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Marianne Newell;feminino;cartão de crédito
2025-12-16 10:18:20.639446;1040;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Virginia Archer;feminino;pix
2025-12-16 10:22:36.043304;1041;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Marie Carpenter;feminino;pix
2025-12-16 11:55:52.735973;1042;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Aubrey Hogan;feminino;dinheiro
2025-12-16 12:53:50.641104;1043;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Joseph Grover;masculino;cartão de crédito
2025-12-16 15:01:13.185850;1044;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;Carolyn Henderson;feminino;pix
2025-12-17 08:38:18.355571;1045;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Charlene Briggs;feminino;boleto
2025-12-17 10:19:50.869028;1046;São Paulo;Ana Oliveira;Smartwatch Garmin;Johnnie Ball;feminino;cartão de crédito
2025-12-17 10:29:12.396013;1047;São Paulo;Lucas Pereira;Tablet Apple Ipad;Earl Downs;masculino;pix
2025-12-17 14:41:10.985889;1048;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Albert Nelson;masculino;boleto
2025-12-17 14:44:29.993347;1049;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Annette Wooley;feminino;dinheiro
2025-12-18 09:55:09.653164;1050;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Mary Adams;feminino;dinheiro
2025-12-18 11:58:31.786932;1051;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Mary Rosario;feminino;boleto
2025-12-18 12:04:50.996456;1052;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Joni Kilgore;feminino;boleto
2025-12-18 12:09:18.183397;1053;São Paulo;Ana Oliveira;Notebook Dell Inspiron;David Sites;masculino;pix
2025-12-18 12:42:15.132009;1054;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Steven Quigley;masculino;cartão de crédito
2025-12-18 14:06:11.621820;1055;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Bertha Schultz;feminino;pix
2025-12-18 14:26:07.735099;1056;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Eugene White;masculino;dinheiro
2025-12-18 16:23:56.283238;1057;Florianópolis;Tiago Lima;Tablet Apple Ipad;Casey Bates;feminino;dinheiro
2025-12-19 06:43:07.951769;1058;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Charles Maestas;masculino;cartão de crédito
2025-12-19 07:58:53.441258;1059;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Edith Jones;feminino;dinheiro
2025-12-19 08:08:44.556413;1060;Rio de Janeiro;Pedro Souza;Tablet Apple Ipad;Phyllis Kimmel;feminino;pix
2025-12-19 10:10:50.417738;1061;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Mitchell Walquist;masculino;cartão de crédito
2025-12-19 12:39:51.192054;1062;São Paulo;Ana Oliveira;Smartwatch Garmin;Lynda Dwaileebe;feminino;boleto
2025-12-19 12:43:09.029247;1063;Belo Horizonte;Fernanda Costa;Fone de Ouvido Sony;Francisco Quinonez;masculino;dinheiro
2025-12-19 13:48:55.380963;1064;São Paulo;Ana Oliveira;Smartwatch Garmin;Leon Perretta;masculino;boleto
2025-12-20 07:26:38.661540;1065;São Paulo;Lucas Pereira;Smartwatch Garmin;Lorenzo Soto;masculino;pix
2025-12-20 07:46:27.105449;1066;Belo Horizonte;Carlos Silva;Smartwatch Garmin;Mark Ashe;masculino;cartão de crédito
2025-12-20 07:48:08.259067;1067;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Carl Miller;masculino;pix
2025-12-20 08:29:50.775793;1068;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Michael Walker;masculino;cartão de crédito
2025-12-20 09:25:09.200203;1069;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Phillip Felton;masculino;cartão de crédito
2025-12-20 11:04:50.350694;1070;Florianópolis;Gabriela Santos;Notebook Dell Inspiron;Laurie Neal;feminino;dinheiro
2025-12-20 13:02:11.999654;1071;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Shauna Lelacheur;feminino;boleto
2025-12-20 13:17:07.685014;1072;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Theodore Helms;masculino;dinheiro
2025-12-20 15:35:55.696740;1073;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Keith Rieben;masculino;pix
2025-12-21 06:14:50.340699;1074;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Michelle Bachman;feminino;cartão de crédito
2025-12-21 11:44:28.462907;1075;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Vernice Puentes;feminino;dinheiro
2025-12-21 12:13:50.556857;1076;Porto Alegre;Roberto Ferreira;Fone de Ouvido Sony;Jason Zappa;masculino;pix
2025-12-21 15:27:42.146146;1077;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Jorge Smith;masculino;pix
2025-12-21 16:01:50.352697;1078;São Paulo;Ana Oliveira;Notebook Dell Inspiron;James Marek;masculino;dinheiro
2025-12-22 06:39:55.140090;1079;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Sandra Goshorn;feminino;pix
2025-12-22 07:20:54.257504;1080;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Albert Ramos;masculino;boleto
2025-12-22 09:37:16.550935;1081;Belo Horizonte;Fernanda Costa;Tablet Apple Ipad;Mary Call;feminino;boleto
2025-12-22 12:11:20.680446;1082;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Robyn Smith;feminino;dinheiro
2025-12-22 15:02:51.429469;1083;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;James Sowell;masculino;pix
2025-12-23 05:40:53.264026;1084;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Brenda Patterson;feminino;cartão de crédito
2025-12-23 05:43:22.125067;1085;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Geraldine Leake;feminino;boleto
2025-12-23 05:57:19.821394;1086;Florianópolis;Gabriela Santos;Smartwatch Garmin;Kerry Giordano;feminino;dinheiro
2025-12-23 10:53:06.933095;1087;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Ronald Casey;masculino;cartão de crédito
2025-12-23 12:17:10.302630;1088;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Justin Brown;masculino;boleto
2025-12-23 13:12:47.187412;1089;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Gerald Munoz;masculino;dinheiro
2025-12-24 06:24:09.491291;1090;Florianópolis;Gabriela Santos;Smartwatch Garmin;Corrine Deisher;feminino;pix
2025-12-24 06:33:43.129603;1091;Rio de Janeiro;Pedro Souza;Smartwatch Garmin;Raymond Reiners;masculino;pix
2025-12-24 07:34:42.436136;1092;Rio de Janeiro;Juliana Almeida;Smartwatch Garmin;Tori Jernejcic;feminino;dinheiro
2025-12-24 10:02:54.753968;1093;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;William Speller;masculino;cartão de crédito
2025-12-24 10:07:37.694777;1094;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Robert Thomason;masculino;dinheiro
2025-12-24 10:48:52.557945;1095;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Mildred Bernal;feminino;boleto
2025-12-25 05:50:53.442254;1096;São Paulo;Lucas Pereira;Fone de Ouvido Sony;Delores Williams;feminino;pix
2025-12-25 06:56:48.460353;1097;Belo Horizonte;Carlos Silva;Fone de Ouvido Sony;Scott Veyna;masculino;boleto
2025-12-25 07:09:54.803502;1098;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Lillian Motyka;feminino;boleto
2025-12-25 08:14:10.883695;1099;São Paulo;Ana Oliveira;Smartwatch Garmin;David Saucier;masculino;cartão de crédito
2025-12-25 13:07:55.951986;1100;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Zachary Hunter;masculino;dinheiro
2025-12-25 13:35:13.093998;1101;Belo Horizonte;Fernanda Costa;Smartphone Samsung Galaxy;Micheal Schmitz;masculino;dinheiro
2025-12-25 14:53:07.724089;1102;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Alonzo Davis;masculino;cartão de crédito
2025-12-25 16:33:20.470250;1103;Porto Alegre;Roberto Ferreira;Smartwatch Garmin;William Mackie;masculino;boleto
2025-12-26 10:38:13.831663;1104;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Keith Mcdaniel;masculino;dinheiro
2025-12-26 13:27:11.869856;1105;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Frances Locket;feminino;cartão de crédito
2025-12-26 14:35:08.155898;1106;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Sharon Little;feminino;boleto
2025-12-26 15:35:53.015279;1107;São Paulo;Ana Oliveira;Tablet Apple Ipad;Nadine Carreon;feminino;dinheiro
2025-12-27 13:17:11.414126;1108;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Mitchell Overton;masculino;boleto
2025-12-27 16:14:14.111370;1109;Belo Horizonte;Carlos Silva;Smartphone Samsung Galaxy;Galen Land;masculino;cartão de crédito
2025-12-28 07:13:09.136302;1110;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Wallace Alexander;masculino;boleto
2025-12-28 08:03:50.202698;1111;Florianópolis;Gabriela Santos;Smartwatch Garmin;Brittney Wainer;feminino;dinheiro
2025-12-28 08:30:07.466166;1112;Florianópolis;Gabriela Santos;Tablet Apple Ipad;Sheila Cardenas;feminino;pix
2025-12-28 09:29:24.356087;1113;Florianópolis;Gabriela Santos;Smartwatch Garmin;Sonia Michaels;feminino;pix
2025-12-28 11:07:12.934390;1114;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Rosie Cloninger;feminino;boleto
2025-12-28 11:39:11.229197;1115;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Stephen Stewart;masculino;pix
2025-12-28 11:52:14.567059;1116;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Linda Whatley;feminino;cartão de crédito
2025-12-28 13:04:07.335821;1117;Rio de Janeiro;Juliana Almeida;Smartphone Samsung Galaxy;Tammie Stokes;feminino;pix
2025-12-28 13:08:32.733272;1118;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Ray Evans;masculino;boleto
2025-12-28 13:50:52.571948;1119;Porto Alegre;Mariana Gomes;Fone de Ouvido Sony;Melissa Holloway;feminino;dinheiro
2025-12-29 07:05:57.007127;1120;Porto Alegre;Mariana Gomes;Notebook Dell Inspiron;Stephen Ross;masculino;pix
2025-12-29 08:10:54.614967;1121;Florianópolis;Gabriela Santos;Smartwatch Garmin;Douglas Greene;masculino;dinheiro
2025-12-29 10:54:13.125514;1122;São Paulo;Ana Oliveira;Smartphone Samsung Galaxy;Beverly Cramer;feminino;cartão de crédito
2025-12-29 13:40:49.792769;1123;Rio de Janeiro;Juliana Almeida;Fone de Ouvido Sony;Willard Johnson;masculino;dinheiro
2025-12-29 14:01:44.466099;1124;São Paulo;Ana Oliveira;Notebook Dell Inspiron;Mildred Rayburn;feminino;pix
2025-12-29 14:39:55.174662;1125;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Daniel Levay;masculino;pix
2025-12-30 06:06:55.127475;1126;Rio de Janeiro;Juliana Almeida;Tablet Apple Ipad;Margarita Thompson;feminino;dinheiro
2025-12-30 06:25:07.576365;1127;Florianópolis;Tiago Lima;Notebook Dell Inspiron;Gertrude Cruz;feminino;boleto
2025-12-30 06:55:55.681152;1128;Porto Alegre;Mariana Gomes;Smartwatch Garmin;Herbert Homes;masculino;pix
2025-12-30 09:00:38.650543;1129;Rio de Janeiro;Juliana Almeida;Notebook Dell Inspiron;Robert Miller;masculino;dinheiro
2025-12-30 09:46:12.103395;1130;Florianópolis;Gabriela Santos;Smartphone Samsung Galaxy;Nidia Pickering;feminino;dinheiro
2025-12-30 09:47:54.244544;1131;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Blanca Braun;feminino;cartão de crédito
2025-12-30 10:36:07.818932;1132;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Juliana Forte;feminino;dinheiro
2025-12-30 10:47:12.103395;1133;Florianópolis;Tiago Lima;Smartphone Samsung Galaxy;Robert Allen;masculino;pix
2025-12-30 12:14:11.287563;1134;Porto Alegre;Roberto Ferreira;Tablet Apple Ipad;Lillian Parent;feminino;boleto
2025-12-30 14:19:19.486871;1135;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Glenn Bergman;masculino;cartão de crédito
2025-12-30 15:20:23.177674;1136;São Paulo;Lucas Pereira;Notebook Dell Inspiron;Amber Thompson;feminino;boleto
2025-12-30 16:09:52.567949;1137;Rio de Janeiro;Pedro Souza;Notebook Dell Inspiron;Christopher Keith;masculino;boleto
2025-12-31 07:27:43.285769;1138;São Paulo;Ana Oliveira;Smartwatch Garmin;Dennis Worthen;masculino;cartão de crédito
2025-12-31 07:58:27.399758;1139;Belo Horizonte;Fernanda Costa;Notebook Dell Inspiron;David Hayes;masculino;pix
2025-12-31 08:11:56.413074;1140;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Norma Perrigan;feminino;boleto
2025-12-31 09:57:08.417412;1141;Rio de Janeiro;Pedro Souza;Fone de Ouvido Sony;Erlinda Petree;feminino;dinheiro
2025-12-31 10:33:51.278199;1142;São Paulo;Lucas Pereira;Smartphone Samsung Galaxy;Armand Moore;masculino;boleto
2025-12-31 11:01:27.302139;1143;Florianópolis;Tiago Lima;Fone de Ouvido Sony;Cynthia Hiles;feminino;cartão de crédito
2025-12-31 11:39:27.118435;1144;Belo Horizonte;Fernanda Costa;Smartwatch Garmin;Robert Sale;masculino;dinheiro
2025-12-31 12:13:10.966355;1145;São Paulo;Ana Oliveira;Fone de Ouvido Sony;Mary Mcallister;feminino;pix
